Name of the Journal,Website URL,Editor URL,Archive URL,Contact URL,ISSN
Journal of Infectious Diseases and Diagnosis Open Access Journal,https://www.omicsonline.org/infectious-diseases-and-diagnosis.php,https://www.omicsonline.org/editorialboard-infectious-diseases-and-diagnosis.php,https://www.omicsonline.org/archive-infectious-diseases-and-diagnosis.php,https://www.omicsonline.org/contact-infectious-diseases-and-diagnosis.php, ISSN 2576-389X
Journal of Infectious Diseases and Medicine Open Access Journal,https://www.omicsonline.org/infectious-diseases-and-medicine.php,https://www.omicsonline.org/editorialboard-infectious-diseases-and-medicine.php,https://www.omicsonline.org/archive-infectious-diseases-and-medicine.php,https://www.omicsonline.org/contact-infectious-diseases-and-medicine.php, ISSN: 2576-1420
Journal of Inflammatory Bowel Diseases & Disorders Open Access Journal,https://www.omicsonline.org/inflammatory-bowel-diseases-disorders.php,https://www.omicsonline.org/editorialboard-inflammatory-bowel-diseases-disorders.php,https://www.omicsonline.org/archive-inflammatory-bowel-diseases-disorders.php,https://www.omicsonline.org/contact-inflammatory-bowel-diseases-disorders.php, ISSN: 2476-1958
Journal of Medical Microbiology & Diagnosis Open Access Journal,https://www.omicsonline.org/medical-microbiology-diagnosis.php,https://www.omicsonline.org/editorialboard-medical-microbiology-diagnosis-open-access.php,https://www.omicsonline.org/archive-medical-microbiology-diagnosis-open-access.php,https://www.omicsonline.org/contact-medical-microbiology-diagnosis-open-access.php, ISSN: 2161-0703
Journal of Meningitis Open Access Journal,https://www.omicsonline.org/meningitis.php,https://www.omicsonline.org/editorialboard-meningitis.php,https://www.omicsonline.org/archive-meningitis.php,https://www.omicsonline.org/contact-meningitis.php, 
Journal of Microbial & Biochemical Technology Open Access Journal,https://www.omicsonline.org/microbial-biochemical-technology.php,https://www.omicsonline.org/editorialboard-microbial-biochemical-technology-open-access.php,https://www.omicsonline.org/archive-microbial-biochemical-technology-open-access.php,https://www.omicsonline.org/contact-microbial-biochemical-technology-open-access.php, ISSN: 1948-5948
Journal of Microbial Pathogenesis ,https://www.omicsonline.org/journal-microbial-pathogenesis.php,https://www.omicsonline.org/editorialboard-journal-microbial-pathogenesis.php,https://www.omicsonline.org/archive-journal-microbial-pathogenesis.php,https://www.omicsonline.org/contact-journal-microbial-pathogenesis.php, 
Journal of Molecular Immunology Open Access Journal,https://www.omicsonline.org/molecular-immunology.php,https://www.omicsonline.org/editorialboard-molecular-immunology.php,https://www.omicsonline.org/archive-molecular-immunology.php,https://www.omicsonline.org/contact-molecular-immunology.php, 
Journal of Mucosal Immunology Research ,https://www.omicsonline.org/mucosal-immunology-research.php,https://www.omicsonline.org/editorialboard-mucosal-immunology-research.php,https://www.omicsonline.org/archive-mucosal-immunology-research.php,https://www.omicsonline.org/contact-mucosal-immunology-research.php, 
Journal of Tropical Diseases & Public Health Open Access Journal,https://www.omicsonline.org/tropical-diseases.php,https://www.omicsonline.org/editorialboard-tropical-diseases-open-access.php,https://www.omicsonline.org/archive-tropical-diseases-open-access.php,https://www.omicsonline.org/contact-tropical-diseases-open-access.php, ISSN: 2329-891X
Journal of Tuberculosis and Therapeutics ,https://www.omicsonline.org/tuberculosis-and-therapeutics.php,https://www.omicsonline.org/editorialboard-tuberculosis-and-therapeutics.php,https://www.omicsonline.org/archive-tuberculosis-and-therapeutics.php,https://www.omicsonline.org/contact-tuberculosis-and-therapeutics.php, 
Journal of Vaccines & Vaccination Open Access Journal,https://www.omicsonline.org/vaccines-vaccination.php,https://www.omicsonline.org/editorialboard-vaccines-vaccination-open-access.php,https://www.omicsonline.org/archive-vaccines-vaccination-open-access.php,https://www.omicsonline.org/contact-vaccines-vaccination-open-access.php, ISSN: 2157-7560
Lupus: Open Access Open Access Journal,https://www.omicsonline.org/lupus.php,https://www.omicsonline.org/editorialboard-lupus.php,https://www.omicsonline.org/archive-lupus.php,https://www.omicsonline.org/contact-lupus.php, 
Mycobacterial Diseases Open Access Journal,https://www.omicsonline.org/mycobacterial-diseases.php,https://www.omicsonline.org/editorialboard-mycobacterial-diseases-open-access.php,https://www.omicsonline.org/archive-mycobacterial-diseases-open-access.php,https://www.omicsonline.org/contact-mycobacterial-diseases-open-access.php, ISSN: 2161-1068
Research and Reviews on Pathogens Open Access Journal,https://www.omicsonline.org/research-and-reviews-on-pathogens.php,https://www.omicsonline.org/editorialboard-research-and-reviews-on-pathogens.php,https://www.omicsonline.org/archive-research-and-reviews-on-pathogens.php,https://www.omicsonline.org/contact-research-and-reviews-on-pathogens.php, 
"Rheumatology: Current Research Open Access Journal, Official Journal of Taiwan Rheumatology Association",https://www.omicsonline.org/rheumatology-current-research.php,https://www.omicsonline.org/editorialboard-rheumatology-current-research-open-access.php,https://www.omicsonline.org/archive-rheumatology-current-research-open-access.php,https://www.omicsonline.org/contact-rheumatology-current-research-open-access.php, ISSN: 2161-1149
Virology & Mycology Open Access Journal,https://www.omicsonline.org/virology-mycology.php,https://www.omicsonline.org/editorialboard-virology-mycology-open-access.php,https://www.omicsonline.org/archive-virology-mycology-open-access.php,https://www.omicsonline.org/contact-virology-mycology-open-access.php, ISSN: 2161-0517
Virology: Current Research Open Access Journal,https://www.omicsonline.org/virology-current-research.php,https://www.omicsonline.org/editorialboard-virology-current-research.php,https://www.omicsonline.org/archive-virology-current-research.php,https://www.omicsonline.org/contact-virology-current-research.php, 
"Journal of Material Sciences & Engineering Open Access Journal, Official Journal of Hellenic Metallurgical Society",https://www.omicsonline.org/material-sciences-engineering.php,https://www.omicsonline.org/editorialboard-material-science-engineering-open-access.php,https://www.omicsonline.org/archive-material-science-engineering-open-access.php,https://www.omicsonline.org/contact-material-science-engineering-open-access.php, ISSN: 2169-0022
Journal of Materials Science and Nanomaterials ,https://www.omicsonline.org/journal-materials-science-nanomaterials.php,https://www.omicsonline.org/editorialboard-journal-materials-science-nanomaterials.php,https://www.omicsonline.org/archive-journal-materials-science-nanomaterials.php,https://www.omicsonline.org/contact-journal-materials-science-nanomaterials.php, 
Journal of Nanomedicine & Biotherapeutic Discovery Open Access Journal,https://www.omicsonline.org/nanomedicine-biotherapeutic-discovery.php,https://www.omicsonline.org/editorialboard-nanomedicine-biotherapeutic-discovery-open-access.php,https://www.omicsonline.org/archive-nanomedicine-biotherapeutic-discovery-open-access.php,https://www.omicsonline.org/contact-nanomedicine-biotherapeutic-discovery-open-access.php, ISSN: 2155-983X
Journal of Nanomedicine & Nanotechnology Open Access Journal,https://www.omicsonline.org/nanomedicine-nanotechnology.php,https://www.omicsonline.org/editorialboard-nanomedicine-nanotechnology-open-access.php,https://www.omicsonline.org/archive-nanomedicine-nanotechnology-open-access.php,https://www.omicsonline.org/contact-nanomedicine-nanotechnology-open-access.php, ISSN: 2157-7439
Journal of Nanosciences: Current Research Open Access Journal,https://www.omicsonline.org/nano-sciences-current-research.php,https://www.omicsonline.org/editorialboard-nano-sciences-current-research.php,https://www.omicsonline.org/archive-nano-sciences-current-research.php,https://www.omicsonline.org/contact-nano-sciences-current-research.php, ISSN: 2572-0813
"Journal of Powder Metallurgy & Mining Open Access Journal, Official Journal of Hellenic Metallurgical Society",https://www.omicsonline.org/powder-metallurgy-mining.php,https://www.omicsonline.org/editorialboard-powder-metallurgy-mining-open-access.php,https://www.omicsonline.org/archive-powder-metallurgy-mining-open-access.php,https://www.omicsonline.org/contact-powder-metallurgy-mining-open-access.php, ISSN: 2168-9806
Journal of Applied & Computational Mathematics Open Access Journal,https://www.omicsonline.org/applied-computational-mathematics.php,https://www.omicsonline.org/editorialboard-computational-mathematics-open-access.php,https://www.omicsonline.org/archive-computational-mathematics-open-access.php,https://www.omicsonline.org/contact-computational-mathematics-open-access.php, ISSN: 2168-9679
Journal of Biometrics & Biostatistics Open Access Journal,https://www.omicsonline.org/biometrics-biostatistics.php,https://www.omicsonline.org/editorialboard-biometrics-biostatistics-open-access.php,https://www.omicsonline.org/archive-biometrics-biostatistics-open-access.php,https://www.omicsonline.org/contact-biometrics-biostatistics-open-access.php, ISSN: 2155-6180
Journal of Generalized Lie Theory and Applications Open Access Journal,https://www.omicsonline.org/generalized-theory-applications.php,https://www.omicsonline.org/editorialboard-generalized-theory-applications-open-access.php,https://www.omicsonline.org/archive-generalized-theory-applications-open-access.php,https://www.omicsonline.org/contact-generalized-theory-applications-open-access.php, ISSN: 1736-4337
Journal of Physical Mathematics Open Access Journal,https://www.omicsonline.org/physical-mathematics.php,https://www.omicsonline.org/editorialboard-physical-mathematics-open-access.php,https://www.omicsonline.org/archive-physical-mathematics-open-access.php,https://www.omicsonline.org/contact-physical-mathematics-open-access.php, ISSN: 2090-0902
Advances in Cancer Prevention Open Access Journal,https://www.omicsonline.org/advances-cancer-prevention.php,https://www.omicsonline.org/editorialboard-advances-cancer-prevention.php,https://www.omicsonline.org/archive-advances-cancer-prevention.php,https://www.omicsonline.org/contact-advances-cancer-prevention.php, ISSN 2472-0429
"Alternative & Integrative Medicine  Open Access Journal, Official Journal of World Association of Integrated Medicine",https://www.omicsonline.org/alternative-integrative-medicine.php,https://www.omicsonline.org/editorialboard-alternative-integrative-medicine-open-access.php,https://www.omicsonline.org/archive-alternative-integrative-medicine-open-access.php,https://www.omicsonline.org/contact-alternative-integrative-medicine-open-access.php, ISSN: 2327-5162
Anatomy & Physiology: Current Research Open Access Journal,https://www.omicsonline.org/anatomy-physiology.php,https://www.omicsonline.org/editorialboard-anatomy-physiology-open-access.php,https://www.omicsonline.org/archive-anatomy-physiology-open-access.php,https://www.omicsonline.org/contact-anatomy-physiology-open-access.php, ISSN: 2161-0940
Andrology-Open Access Open Access Journal,https://www.omicsonline.org/andrology-open-access.php,https://www.omicsonline.org/editorialboard-andrology-open-access.php,https://www.omicsonline.org/archive-andrology-open-access.php,https://www.omicsonline.org/contact-andrology-open-access.php, ISSN: 2167-0250
Anesthesiology Communications ,https://www.omicsonline.org/anesthesiology-communications.php,https://www.omicsonline.org/editorialboard-anesthesiology-communications.php,https://www.omicsonline.org/archive-anesthesiology-communications.php,https://www.omicsonline.org/contact-anesthesiology-communications.php, 
Angiology: Open Access Open Access Journal,https://www.omicsonline.org/angiology.php,https://www.omicsonline.org/editorialboard-angiology-open-access.php,https://www.omicsonline.org/archive-angiology-open-access.php,https://www.omicsonline.org/contact-angiology-open-access.php, ISSN: 2329-9495
Annals of Infections and Antibiotics Open Access Journal,https://www.omicsonline.org/annals-infections-antibiotics.php,https://www.omicsonline.org/editorialboard-annals-infections-antibiotics.php,https://www.omicsonline.org/archive-annals-infections-antibiotics.php,https://www.omicsonline.org/contact-annals-infections-antibiotics.php, 
Archives of Surgical Oncology Open Access Journal,https://www.omicsonline.org/surgical-oncology.php,https://www.omicsonline.org/editorialboard-surgical-oncology.php,https://www.omicsonline.org/archive-surgical-oncology.php,https://www.omicsonline.org/contact-surgical-oncology.php, ISSN: 2471-2671
Breast Cancer: Current Research Open Access Journal,https://www.omicsonline.org/breast-cancer.php,https://www.omicsonline.org/editorialboard-breast-cancer.php,https://www.omicsonline.org/archive-breast-cancer.php,https://www.omicsonline.org/contact-breast-cancer.php, ISSN: 2572-4118
Chemotherapy: Open Access Official Journal of Italo-Latin American Society of Ethnomedicine,https://www.omicsonline.org/chemotherapy-open-access.php,https://www.omicsonline.org/editorialboard-chemotherapy-open-access.php,https://www.omicsonline.org/archive-chemotherapy-open-access.php,https://www.omicsonline.org/contact-chemotherapy-open-access.php, ISSN: 2167-7700
Clinical and Medical Case Reports ,https://www.omicsonline.org/clinical-medical-case-reports.php,https://www.omicsonline.org/editorialboard-clinical-medical-case-reports.php,https://www.omicsonline.org/archive-clinical-medical-case-reports.php,https://www.omicsonline.org/contact-clinical-medical-case-reports.php, 
Clinical Gastroenterology Journal Open Access Journal,https://www.omicsonline.org/clinical-gastroenterology-journal.php,https://www.omicsonline.org/editorialboard-clinical-gastroenterology-journal.php,https://www.omicsonline.org/archive-clinical-gastroenterology-journal.php,https://www.omicsonline.org/contact-clinical-gastroenterology-journal.php, 
Cosmetology & Oro Facial Surgery Open Access Journal,https://www.omicsonline.org/cosmetology-orofacial-surgery.php,https://www.omicsonline.org/editorialboard-cosmetology-orofacial-surgery.php,https://www.omicsonline.org/archive-cosmetology-orofacial-surgery.php,https://www.omicsonline.org/contact-cosmetology-orofacial-surgery.php, 
"Dentistry Open Access Journal, Official Journal of Alexandria Oral Implantology Association, London School of Facial Orthotropics",https://www.omicsonline.org/dentistry.php,https://www.omicsonline.org/editorialboard-dentistry-open-access.php,https://www.omicsonline.org/archive-dentistry-open-access.php,https://www.omicsonline.org/contact-dentistry-open-access.php, ISSN: 2161-1122
Dermatology and Dermatologic Diseases Open Access Journal,https://www.omicsonline.org/pigmentary-disorders-open-access.php,https://www.omicsonline.org/editorialboard-pigmentary-disorders-open-access.php,https://www.omicsonline.org/archive-pigmentary-disorders-open-access.php,https://www.omicsonline.org/contact-pigmentary-disorders-open-access.php, ISSN: 2376-0427
Dermatology Case Reports Open Access Journal,https://www.omicsonline.org/dermatology-case-reports.php,https://www.omicsonline.org/editorialboard-dermatology-case-reports.php,https://www.omicsonline.org/archive-dermatology-case-reports.php,https://www.omicsonline.org/contact-dermatology-case-reports.php, 
Diagnostic Pathology: Open Access Open Access Journal,https://www.omicsonline.org/diagnostic-pathology.php,https://www.omicsonline.org/editorialboard-diagnostic-pathology.php,https://www.omicsonline.org/archive-diagnostic-pathology.php,https://www.omicsonline.org/contact-diagnostic-pathology.php, 
Emergency Medicine: Open Access Official Journal of World Federation of Pediatric Intensive and Critical Care societies,https://www.omicsonline.org/emergency-medicine.php,https://www.omicsonline.org/editorialboard-emergency-medicine-open-access.php,https://www.omicsonline.org/archive-emergency-medicine-open-access.php,https://www.omicsonline.org/contact-emergency-medicine-open-access.php, ISSN: 2165-7548
Endocrinology & Metabolic Syndrome Official Journal of PCOS Awareness Association,https://www.omicsonline.org/endocrinology-metabolic-syndrome.php,https://www.omicsonline.org/editorialboard-endocrinology-metabolic-syndrome-open-access.php,https://www.omicsonline.org/archive-endocrinology-metabolic-syndrome-open-access.php,https://www.omicsonline.org/contact-endocrinology-metabolic-syndrome-open-access.php, ISSN: 2161-1017
Epidemiology: Open Access Open Access Journal,https://www.omicsonline.org/epidemiology-open-access.php,https://www.omicsonline.org/editorialboard-epidemiology-open-access.php,https://www.omicsonline.org/archive-epidemiology-open-access.php,https://www.omicsonline.org/contact-epidemiology-open-access.php, ISSN: 2161-1165
Evidence based medicine and practice Open Access Journal,https://www.omicsonline.org/evidence-based-medicine-practice.php,https://www.omicsonline.org/editorialboard-evidence-based-medicine-practice.php,https://www.omicsonline.org/archive-evidence-based-medicine-practice.php,https://www.omicsonline.org/contact-evidence-based-medicine-practice.php, ISSN: 2471-9919
Family Medicine & Medical Science Research Open Access Journal,https://www.omicsonline.org/family-medicine-medical-science-research.php,https://www.omicsonline.org/editorialboard-family-medicine-medical-science-research-open-access.php,https://www.omicsonline.org/archive-family-medicine-medical-science-research-open-access.php,https://www.omicsonline.org/contact-family-medicine-medical-science-research-open-access.php, ISSN: 2327-4972
General Medicine: Open Access Open Access Journal,https://www.omicsonline.org/general-medicine.php,https://www.omicsonline.org/editorialboard-general-medicine-open-access.php,https://www.omicsonline.org/archive-general-medicine-open-access.php,https://www.omicsonline.org/contact-general-medicine-open-access.php, ISSN: 2327-5146
"Gynecology & Obstetrics Open Access Journal, Official Journal of PCOS Awareness Association",https://www.omicsonline.org/gynecology-obstetrics.php,https://www.omicsonline.org/editorialboard-gynecology-obstetrics-open-access.php,https://www.omicsonline.org/archive-gynecology-obstetrics-open-access.php,https://www.omicsonline.org/contact-gynecology-obstetrics-open-access.php, ISSN: 2161-0932
Hair Therapy & Transplantation Open Access Journal,https://www.omicsonline.org/hair-therapy-transplantation.php,https://www.omicsonline.org/editorialboard-hair-therapy-transplantation-open-access.php,https://www.omicsonline.org/archive-hair-therapy-transplantation-open-access.php,https://www.omicsonline.org/contact-hair-therapy-transplantation-open-access.php, ISSN: 2167-0951
Hepatology and Pancreatic Science ,https://www.omicsonline.org/hepatology-pancreatic-science.php,https://www.omicsonline.org/editorialboard-hepatology-pancreatic-science.php,https://www.omicsonline.org/archive-hepatology-pancreatic-science.php,https://www.omicsonline.org/contact-hepatology-pancreatic-science.php, ISSN: 2573-4563
Insights in Gynecologic Oncology Open Access Journal,https://www.omicsonline.org/gynecologic-oncology.php,https://www.omicsonline.org/editorialboard-gynecologic-oncology.php,https://www.omicsonline.org/archive-gynecologic-oncology.php,https://www.omicsonline.org/contact-gynecologic-oncology.php, 
Internal Medicine: Open Access Open Access Journal,https://www.omicsonline.org/internal-medicine.php,https://www.omicsonline.org/editorialboard-internal-medicine-open-access.php,https://www.omicsonline.org/archive-internal-medicine-open-access.php,https://www.omicsonline.org/contact-internal-medicine-open-access.php, ISSN: 2165-8048
International Journal of Physical Medicine & Rehabilitation Open Access Journal,https://www.omicsonline.org/physical-medicine-rehabilitation.php,https://www.omicsonline.org/editorialboard-physical-medicine-rehabilitation-open-access.php,https://www.omicsonline.org/archive-physical-medicine-rehabilitation-open-access.php,https://www.omicsonline.org/contact-physical-medicine-rehabilitation-open-access.php, ISSN: 2329-9096
Journal of Arthritis Open Access Journal,https://www.omicsonline.org/arthritis.php,https://www.omicsonline.org/editorialboard-arthritis-open-access.php,https://www.omicsonline.org/archive-arthritis-open-access.php,https://www.omicsonline.org/contact-arthritis-open-access.php, ISSN: 2167-7921
Journal of Autacoids and Hormones ,https://www.omicsonline.org/autacoids-and-hormones.php,https://www.omicsonline.org/editorialboard-autacoids-open-access.php,https://www.omicsonline.org/archive-autacoids-open-access.php,https://www.omicsonline.org/contact-autacoids-open-access.php, ISSN: 2161-0479
Journal of Blood & Lymph Open Access Journal,https://www.omicsonline.org/blood-lymph.php,https://www.omicsonline.org/editorialboard-blood-lymph-open-access.php,https://www.omicsonline.org/archive-blood-lymph-open-access.php,https://www.omicsonline.org/contact-blood-lymph-open-access.php, ISSN: 2165-7831
"Journal of Blood Disorders & Transfusion Open Access Journal, Official Journal of Thalassaemia International Federation",https://www.omicsonline.org/blood-disorders-transfusion.php,https://www.omicsonline.org/editorialboard-blood-disorders-transfusion-open-access.php,https://www.omicsonline.org/archive-blood-disorders-transfusion-open-access.php,https://www.omicsonline.org/contact-blood-disorders-transfusion-open-access.php, ISSN: 2155-9864
Journal of Bone Research Open Access Journal,https://www.omicsonline.org/bone-marrow-research.php,https://www.omicsonline.org/editorialboard-bone-marrow-research-open-access.php,https://www.omicsonline.org/archive-bone-marrow-research-open-access.php,https://www.omicsonline.org/contact-bone-marrow-research.php, ISSN: 2572-4916
Journal of Cancer Clinical Trials Open Access Journal,https://www.omicsonline.org/cancer-clinical-trials.php,https://www.omicsonline.org/editorialboard-cancer-clinical-trials.php,https://www.omicsonline.org/archive-cancer-clinical-trials.php,https://www.omicsonline.org/contact-cancer-clinical-trials.php, ISSN: 2577-0535
Journal of Cancer Diagnosis Open Access Journal,https://www.omicsonline.org/cancer-diagnosis.php,https://www.omicsonline.org/editorialboard-cancer-diagnosis.php,https://www.omicsonline.org/archive-cancer-diagnosis.php,https://www.omicsonline.org/contact-cancer-diagnosis.php, ISSN: 2476-2253
Journal of Cancer Research and Immuno-Oncology Open Access Journal,https://www.omicsonline.org/cancer-research-immuno-oncology.php,https://www.omicsonline.org/editorialboard-cancer-research-immuno-oncology.php,https://www.omicsonline.org/archive-cancer-research-immuno-oncology.php,https://www.omicsonline.org/contact-cancer-research-immuno-oncology.php, 
Journal of Cancer Science & Therapy Official Journal of European Biotechnology Thematic Network Association,https://www.omicsonline.org/cancer-science-therapy.php,https://www.omicsonline.org/editorialboard-cancer-science-therapy-open-access.php,https://www.omicsonline.org/archive-cancer-science-therapy-open-access.php,https://www.omicsonline.org/contact-cancer-science-therapy-open-access.php, ISSN: 1948-5956
Journal of Cancer Science and Research Open Access Journal,https://www.omicsonline.org/journal-cancer-science-and-research.php,https://www.omicsonline.org/editorialboard-journal-cancer-science-and-research.php,https://www.omicsonline.org/archive-journal-cancer-science-and-research.php,https://www.omicsonline.org/contact-journal-cancer-science-and-research.php, ISSN: 2576-1447
Journal of Carcinogenesis & Mutagenesis Open Access Journal,https://www.omicsonline.org/carcinogenesis-mutagenesis.php,https://www.omicsonline.org/editorialboard-carcinogenesis-mutagenesis-open-access.php,https://www.omicsonline.org/archive-carcinogenesis-mutagenesis-open-access.php,https://www.omicsonline.org/contact-carcinogenesis-mutagenesis-open-access.php, ISSN: 2157-2518
Journal of Cardiac and Pulmonary Rehabilitation ,https://www.omicsonline.org/cardiac-pulmonary-rehabilitation.php,https://www.omicsonline.org/editorialboard-cardiac-pulmonary-rehabilitation.php,https://www.omicsonline.org/archive-cardiac-pulmonary-rehabilitation.php,https://www.omicsonline.org/contact-cardiac-pulmonary-rehabilitation.php, Open Access
Journal of Cell Science and Apoptosis ,https://www.omicsonline.org/cell-science-apoptosis.php,https://www.omicsonline.org/editorialboard-cell-science-apoptosis.php,https://www.omicsonline.org/archive-cell-science-apoptosis.php,https://www.omicsonline.org/contact-cell-science-apoptosis.php, 
Journal of Clinical Anesthesiology: Open Access ,https://www.omicsonline.org/journal-clinical-anesthesiology.php,https://www.omicsonline.org/editorialboard-journal-clinical-anesthesiology.php,https://www.omicsonline.org/archive-journal-clinical-anesthesiology.php,https://www.omicsonline.org/contact-journal-clinical-anesthesiology.php, 
Journal of Clinical Microbiology and Antimicrobials ,https://www.omicsonline.org/journal-clinical-microbiology-antimicrobials.php,https://www.omicsonline.org/editorialboard-journal-clinical-microbiology-antimicrobials.php,https://www.omicsonline.org/archive-journal-clinical-microbiology-antimicrobials.php,https://www.omicsonline.org/contact-journal-clinical-microbiology-antimicrobials.php, 
Journal of Clinical Respiratory Diseases and Care Open Access Journal,https://www.omicsonline.org/clinical-respiratory-diseases-and-care.php,https://www.omicsonline.org/editorialboard-clinical-respiratory-diseases-and-care.php,https://www.omicsonline.org/archive-clinical-respiratory-diseases-and-care.php,https://www.omicsonline.org/contact-clinical-respiratory-diseases-and-care.php, ISSN: 2472-1247
"Journal of Communication Disorders, Deaf Studies & Hearing Aids Open Access Journal",https://www.omicsonline.org/deaf-studies-hearing-aids.php,https://www.omicsonline.org/editorialboard-communication-disorders-deaf-studies-hearing-aids-open-access.php,https://www.omicsonline.org/archive-communication-disorders-deaf-studies-hearing-aids-open-access.php,https://www.omicsonline.org/contact-communication-disorders-deaf-studies-hearing-aids-open-access.php, ISSN: 2375-4427
Journal of Congenital Disorders ,https://www.omicsonline.org/congenital-disorders.php,https://www.omicsonline.org/editorialboard-congenital-disorders.php,https://www.omicsonline.org/archive-congenital-disorders.php,https://www.omicsonline.org/contact-congenital-disorders.php, 
Journal of Dental Pathology and Medicine ,https://www.omicsonline.org/journal-dental-pathology-medicine.php,https://www.omicsonline.org/editorialboard-journal-dental-pathology-medicine.php,https://www.omicsonline.org/archive-journal-dental-pathology-medicine.php,https://www.omicsonline.org/contact-journal-dental-pathology-medicine.php, 
Journal of Diabetes & Metabolism Official Journal of European Biotechnology Thematic Network Association,https://www.omicsonline.org/diabetes-metabolism.php,https://www.omicsonline.org/editorialboard-diabetes-metabolism-open-access.php,https://www.omicsonline.org/archive-diabetes-metabolism-open-access.php,https://www.omicsonline.org/contact-diabetes-metabolism-open-access.php, ISSN: 2155-6156
Journal of Diabetic Complications & Medicine Open Access Journal,https://www.omicsonline.org/diabetic-complications-medicine.php,https://www.omicsonline.org/editorialboard-diabetic-complications-medicine.php,https://www.omicsonline.org/archive-diabetic-complications-medicine.php,https://www.omicsonline.org/contact-diabetic-complications-medicine.php, ISSN: 2475-3211
Journal of Ecology and Toxicology Open Access Journal,https://www.omicsonline.org/ecology-toxicology.php,https://www.omicsonline.org/editorialboard-ecology-toxicology.php,https://www.omicsonline.org/archive-ecology-toxicology.php,https://www.omicsonline.org/contact-ecology-toxicology.php, 
Journal of Forensic Medicine Open Access Journal,https://www.omicsonline.org/journal-forensic-medicine.php,https://www.omicsonline.org/editorialboard-journal-forensic-medicine.php,https://www.omicsonline.org/archive-journal-forensic-medicine.php,https://www.omicsonline.org/contact-journal-forensic-medicine.php, ISSN 2472-1026
Journal of Gastrointestinal & Digestive System Open Access Journal,https://www.omicsonline.org/gastrointestinal-digestive-system.php,https://www.omicsonline.org/editorialboard-gastrointestinal-digestive-system-open-access.php,https://www.omicsonline.org/archive-gastrointestinal-digestive-system-open-access.php,https://www.omicsonline.org/contact-gastrointestinal-digestive-system-open-access.php, ISSN: 2161-069X
Journal of Gastrointestinal Cancer and Stromal Tumors Open Access Journal,https://www.omicsonline.org/gastrointestinal-cancer-stromal-tumors.php,https://www.omicsonline.org/editorialboard-gastrointestinal-cancer-stromal-tumors.php,https://www.omicsonline.org/archive-gastrointestinal-cancer-stromal-tumors.php,https://www.omicsonline.org/contact-gastrointestinal-cancer-stromal-tumors.php, ISSN: 2572-4126
Journal of General Practice Open Access Journal,https://www.omicsonline.org/general-practice.php,https://www.omicsonline.org/editorialboard-general-practice-open-access.php,https://www.omicsonline.org/archive-general-practice-open-access.php,https://www.omicsonline.org/contact-general-practice.php, ISSN: 2329-9126
Journal of Gerontology & Geriatric Research Open Access Journal,https://www.omicsonline.org/gerontology-geriatric-research.php,https://www.omicsonline.org/editorialboard-gerontology-geriatric-research-open-access.php,https://www.omicsonline.org/archive-gerontology-geriatric-research-open-access.php,https://www.omicsonline.org/contact-gerontology-geriatric-research-open-access.php, ISSN: 2167-7182
Journal of Hematology & Thromboembolic Diseases Open Access Journal,https://www.omicsonline.org/haematology-thromboembolic-diseases.php,https://www.omicsonline.org/editorialboard-hematology-thromboembolic-diseases-open-access.php,https://www.omicsonline.org/archive-hematology-thromboembolic-diseases-open-access.php,https://www.omicsonline.org/contact-haematology-thromboembolic-diseases.php, ISSN: 2329-8790
Journal of Hepatology and Gastrointestinal disorders Open Access Journal,https://www.omicsonline.org/hepatology-gastrointestinal-disorders.php,https://www.omicsonline.org/editorialboard-hepatology-gastrointestinal-disorders.php,https://www.omicsonline.org/archive-hepatology-gastrointestinal-disorders.php,https://www.omicsonline.org/contact-hepatology-gastrointestinal-disorders.php, ISSN: 2475-3181
Journal of HPV and Cervical Cancer Open Access Journal,https://www.omicsonline.org/cervical-cancer.php,https://www.omicsonline.org/editorialboard-cervical-cancer.php,https://www.omicsonline.org/archive-cervical-cancer.php,https://www.omicsonline.org/contact-cervical-cancer.php, ISSN: 2475-3173
"Journal of Hypertension: Open Access Open Access Journal, Official Journal of Slovak League against Hypertension",https://www.omicsonline.org/hypertension-open-access.php,https://www.omicsonline.org/editorialboard-hypertension-open-access.php,https://www.omicsonline.org/archive-hypertension-open-access.php,https://www.omicsonline.org/contact-hypertension-open-access.php, ISSN: 2167-1095
Journal of Integrative Oncology Open Access Journal,https://www.omicsonline.org/integrative-oncology.php,https://www.omicsonline.org/editorialboard-integrative-oncology-open-access.php,https://www.omicsonline.org/archive-integrative-oncology-open-access.php,https://www.omicsonline.org/contact-integrative-oncology-open-access.php, ISSN: 2329-6771
Journal of Kidney Open Access Journal,https://www.omicsonline.org/kidney.php,https://www.omicsonline.org/editorialboard-kidney.php,https://www.omicsonline.org/archive-kidney.php,https://www.omicsonline.org/contact-kidney.php, ISSN: 2472-1220
Journal of Leukemia Open Access Journal,https://www.omicsonline.org/leukemia.php,https://www.omicsonline.org/editorialboard-leukemia-open-access.php,https://www.omicsonline.org/archive-leukemia-open-access.php,https://www.omicsonline.org/contact-leukemia-open-access.php, ISSN: 2329-6917
Journal of Liver Open Access Journal,https://www.omicsonline.org/liver.php,https://www.omicsonline.org/editorialboard-liver-open-access.php,https://www.omicsonline.org/archive-liver-open-access.php,https://www.omicsonline.org/contact-liver-open-access.php, ISSN: 2167-0889
